6
-0.06954986,-0.386351,0.14209041,0.4889831,0.6434892,-0.029204346,-0.6284148,-0.34950182,-0.17949994,0.13392788,-0.2254998,0.15582104,-0.17159027,0.2729414,-0.23149696,0.34858662,0.31575593,-0.08728634,0.33271343,0.31180817,0.15044512,-0.574547,-0.37125647,-0.15755548,-0.35534558,-0.250129,-0.49578843,0.17969719,0.16236512,-0.008934251,0.2021708
