10
1.299999999999999,0.5,-0.6999999999999993,0.7000000000000011,0.6000000000000014,0.6000000000000014,0.7000000000000011,1.5,2.3000000000000007,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.200000000000001,1.1000000000000014,1.299999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000014,0.9000000000000004,1.0,0.7000000000000011,1.0,-2.7,1.0,0.40000000000000036,0.0,1.5
