3
1.0,-2.0999999999999996,1.8999999999999986,1.6999999999999993,1.299999999999999,-2.5,3.4000000000000004,2.0999999999999996,1.5999999999999996,1.5,0.1999999999999993,0.40000000000000036,1.5,0.7000000000000011,-1.5,0.40000000000000036
